episode,los_id,los_dist,los_qdr
156,"((10, 14), (11, 15))","(np.float64(0.038683282168796324), np.float64(0.1440177298329538))","(np.float64(-114.69799316811043), np.float64(-76.86503039324333))"
157,"((4, 7), (7, 9), (7, 14), (8, 19))","(np.float64(0.08813634904726837), np.float64(0.13510501321147791), np.float64(0.1454733350723079), np.float64(0.14451463018249475))","(np.float64(283.61526322794464), np.float64(17.376587518111876), np.float64(45.18728498847844), np.float64(-220.86282809572458))"
158,"((3, 7), (11, 17), (8, 18))","(np.float64(0.05283936468265378), np.float64(0.14925374464297034), np.float64(0.14288705748243105))","(np.float64(246.86250468610456), np.float64(-123.18233929151029), np.float64(-176.6540799957727))"
159,"((1, 12), (3, 16))","(np.float64(0.10156793939317785), np.float64(0.08996042170012855))","(np.float64(156.48353598571688), np.float64(113.5354938491003))"
160,"((18, 19),)","(np.float64(0.13507996333868563),)","(np.float64(-62.448884425728664),)"
161,"((2, 6),)","(np.float64(0.14156733339381714),)","(np.float64(158.0074844672415),)"
162,"((3, 11), (10, 11))","(np.float64(0.06146245030731199), np.float64(0.13960808265267763))","(np.float64(-168.00488704629606), np.float64(8.537057987858248))"
163,"((2, 17), (6, 15), (15, 18))","(np.float64(0.059013566353963084), np.float64(0.07768704394319975), np.float64(0.09331108923552286))","(np.float64(98.36438250345827), np.float64(-104.35328335142128), np.float64(-85.56514968082774))"
164,"((2, 16), (9, 19))","(np.float64(0.1244835991931655), np.float64(0.08893856738565056))","(np.float64(109.75470373364982), np.float64(159.16841619575777))"
165,"((3, 16), (6, 17), (9, 19), (4, 14))","(np.float64(0.1471240390559959), np.float64(0.11078783002437184), np.float64(0.057665066279858526), np.float64(0.1325742657841949))","(np.float64(149.3220570077225), np.float64(-185.24515868531284), np.float64(-200.99699059613135), np.float64(190.41722768970322))"
166,"((0, 12), (18, 19))","(np.float64(0.1367378595283358), np.float64(0.1059635228746156))","(np.float64(181.62431531171782), np.float64(44.616877063078334))"
167,"((0, 15), (9, 15))","(np.float64(0.13281355076027593), np.float64(0.10060141359338381))","(np.float64(29.781144067406245), np.float64(-78.28180791327804))"
168,"((16, 17), (13, 19), (0, 10))","(np.float64(0.13717211914998015), np.float64(0.14268227236391767), np.float64(0.14673220321943445))","(np.float64(52.713192565586695), np.float64(-190.92617624233728), np.float64(-55.29225440163282))"
